ts,rot,invx,invy,panx,pany,ks_h,ks_v,pin_x,pin_y,lead,opix,opix_exp,eol,starved,result,tl_x,tl_y,tr_x,tr_y,br_x,br_y,bl_x,bl_y,scale_pct
1782687534,0,4096,4096,0,0,0,0,0,0,16384,456417,2073600,238,62508,short,-200,-200,0,0,200,200,0,0,100
1782687535,0,4096,4096,0,0,0,0,0,0,24576,456363,2073600,238,60678,short,-200,-200,0,0,200,200,0,0,100
1782687543,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,200,-200,0,0,200,200,0,0,100
1782687544,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,200,-200,0,0,200,200,0,0,100
1782687544,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,200,-200,0,0,200,200,0,0,100
1782687546,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,200,-200,0,0,200,200,0,0,100
1782687547,0,4096,4096,0,0,0,0,0,0,16384,460970,2073600,240,54031,short,200,-200,0,0,200,200,0,0,100
1782687548,0,4096,4096,0,0,0,0,0,0,24576,460928,2073600,241,52867,short,200,-200,0,0,200,200,0,0,100
1782687556,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-200,200,0,0,200,200,0,0,100
1782687557,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,200,0,0,200,200,0,0,100
1782687558,0,4096,4096,0,0,0,0,0,0,8192,208539,2073600,109,61143,short,-200,200,0,0,200,200,0,0,100
1782687559,0,4096,4096,0,0,0,0,0,0,12288,208455,2073600,109,59613,short,-200,200,0,0,200,200,0,0,100
1782687560,0,4096,4096,0,0,0,0,0,0,16384,208406,2073600,108,61479,short,-200,200,0,0,200,200,0,0,100
1782687561,0,4096,4096,0,0,0,0,0,0,24576,208455,2073600,110,58928,short,-200,200,0,0,200,200,0,0,100
1782687569,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11463,FULL,200,200,0,0,200,200,0,0,100
1782687570,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11480,FULL,200,200,0,0,200,200,0,0,100
1782687571,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11465,FULL,200,200,0,0,200,200,0,0,100
1782687572,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11486,FULL,200,200,0,0,200,200,0,0,100
1782687573,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11464,FULL,200,200,0,0,200,200,0,0,100
1782687575,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11495,FULL,200,200,0,0,200,200,0,0,100
