ts,rot,invx,invy,panx,pany,ks_h,ks_v,pin_x,pin_y,lead,opix,opix_exp,eol,starved,result,tl_x,tl_y,tr_x,tr_y,br_x,br_y,bl_x,bl_y,scale_pct
1782676369,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,200,-200,200,200,-200,-200,-200,100
1782676370,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-200,200,-200,200,200,-200,-200,-200,100
1782676371,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-200,200,-200,200,200,-200,-200,-200,100
1782676372,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-200,200,-200,200,200,-200,-200,-200,100
1782676373,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,-200,200,-200,200,200,-200,-200,-200,100
1782676382,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11279,FULL,200,200,-200,200,200,-200,-200,-200,100
1782676383,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11273,FULL,200,200,-200,200,200,-200,-200,-200,100
1782676384,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11278,FULL,200,200,-200,200,200,-200,-200,-200,100
1782676385,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11278,FULL,200,200,-200,200,200,-200,-200,-200,100
1782676386,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11292,FULL,200,200,-200,200,200,-200,-200,-200,100
1782676388,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11277,FULL,200,200,-200,200,200,-200,-200,-200,100
1782676396,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-200,-200,200,200,200,-200,-200,-200,100
1782676397,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,-200,200,200,200,-200,-200,-200,100
1782676398,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-200,-200,200,200,200,-200,-200,-200,100
1782676399,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-200,-200,200,200,200,-200,-200,-200,100
1782676400,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-200,-200,200,200,200,-200,-200,-200,100
1782676402,0,4096,4096,0,0,0,0,0,0,24576,628735,2073600,327,16599,short,-200,-200,200,200,200,-200,-200,-200,100
1782676411,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,200,-200,200,200,200,-200,-200,-200,100
1782676411,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,200,-200,200,200,200,-200,-200,-200,100
1782676412,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,200,-200,200,200,200,-200,-200,-200,100
1782676413,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,200,-200,200,200,200,-200,-200,-200,100
1782676415,0,4096,4096,0,0,0,0,0,0,16384,694079,2073600,361,6516,short,200,-200,200,200,200,-200,-200,-200,100
1782676416,0,4096,4096,0,0,0,0,0,0,24576,694067,2073600,361,14747,short,200,-200,200,200,200,-200,-200,-200,100
1782676425,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11127,FULL,-200,200,200,200,200,-200,-200,-200,100
1782676426,0,4096,4096,0,0,0,0,0,0,6144,2073600,2073600,1080,11127,FULL,-200,200,200,200,200,-200,-200,-200,100
1782676427,0,4096,4096,0,0,0,0,0,0,8192,2073600,2073600,1080,11127,FULL,-200,200,200,200,200,-200,-200,-200,100
1782676428,0,4096,4096,0,0,0,0,0,0,12288,2073600,2073600,1080,11127,FULL,-200,200,200,200,200,-200,-200,-200,100
1782676429,0,4096,4096,0,0,0,0,0,0,16384,2073600,2073600,1080,11127,FULL,-200,200,200,200,200,-200,-200,-200,100
1782676430,0,4096,4096,0,0,0,0,0,0,24576,2073600,2073600,1080,11127,FULL,-200,200,200,200,200,-200,-200,-200,100
1782676439,0,4096,4096,0,0,0,0,0,0,4096,2073600,2073600,1080,11276,FULL,200,200,200,200,200,-200,-200,-200,100
